Restaurant_Name,Recommendations_content
The Burg Bar & Grill,"[""Pete & Shorty's Iowa Bistro"", 'Beech', 'H20 Bar & Grill', 'The Pub @ Magnolia Point GCC', ""Bongo's Bar and Grill"", 'Bar Louie - I-Drive', 'The Standard Cuisine & Cocktails', 'The Winghouse of Wesley Chapel', 'Waterstone Rum Bar & Grill', ""Flanigan's Seafood Bar and Grill""]"
The Burger Goat,"['Juicy burger central Florida. winter haven', 'Flagler Charbroiled Hamburger', ""Pepito's"", 'Los Amigos (Closed)', 'Jerk Shack Spice & Sport Bar', 'Mega Tropical', 'Lazy Gator Ruskin LLC', 'Krystal - Closed', 'American Craft Aleworks', 'China Gate Restaurant']"
The Butcher Block Kitchen,"['The Butcher Block Kitchen', ""Belly's Crab Corner"", 'Lowdermilk Beach', 'ti bamboo caribbean restaurant and lounge', 'Martorano hard rock', 'F&D Woodfired Italian Kitchen', 'The King Crab Shack (West Palm Beach, FL)', 'Esmeralda Restaurant', 'Mi Gordita Loca Mexican Restaurant', ""OL'DAYS - Farm to Table""]"
The Café at Books & Books,"[""F.M. Don's"", 'Fit & Fuel Bicycle Cafe', 'The Restorative', 'The Shack a Coffee Boutique', 'Secret Garden Cafe', ""Grandma Sally's"", 'Buckingham Farms', 'Trevini Ristorante', 'Napolinos', 'Five Sisters Blues Cafe']"
"The Car Doctor Automotive Specialist, Inc","['Downtown Auto Repair and Collision Center', 'Space Coast Auto Center', 'S S Performance Automotive Inc', 'Palm Beach Prestige Auto', ""Glenn's MG & British Car Repair"", 'Executive Automotive Service Of Ocala', 'Dolphin Auto, LLC', 'Auto Service Center of Port Orange, LLC', ""Satterfield's Automotive Repair Inc."", 'FasTrac performance and automotive repair']"
The Cave,"['Taco Craft Taqueria & Tequila Bar', 'Roxys Clearwater', 'Copas Restaurant Bar & Lounge', 'OpenSeas Cafe', 'TQLA Station', 'Caoba Restaurant & Lounge', ""Ole' Skool Mondex Grill and Bar"", 'Fire Kitchen and Bar', ""Hamburger Mary's Wilton Manors"", 'Chez Telfort Restaurant']"
The Chateau Anna Maria,"['One Bar & Lounge', 'Paradise Food & Bar', 'The Hangout by Two Guys', 'The Angry Warthog Saloon', ""Gator's Dockside Oviedo"", 'Be Near Me Restaurant and Bar', 'Burger-ish Bar & Grill', 'Midtown Caboose', 'The Tavern at Harmony', ""Wolf's Steakhouse""]"
The Cheese Course,"[""Ole' Skool Mondex Grill and Bar"", 'OpenSeas Cafe', 'Tin & Taco', 'Copas Restaurant Bar & Lounge', ""Bellini's Eatery"", 'Taco Craft Taqueria & Tequila Bar', ""Hamburger Mary's Wilton Manors"", 'Caoba Restaurant & Lounge', 'Crisp Eatery and Bar', 'Blue Marlin Fish House Restaurant & Adventures']"
The Cheesecake Factory,"['Jabbers Bar & Grill', ""Maggiano's Little Italy"", ""Applebee's Grill + Bar"", 'C Level Grill', ""F.M. Don's"", ""Bascom's Chop House"", 'Spritz City Bistro', ""Manny's Original Chophouse- Haines City"", 'SUGARCANE raw bar grill', 'DB Pickles']"
The Chicken Spot,"['El Sabor Ponceño', 'Slicers Hoagies', ""Lorene's Fish House"", ""Cheche's Burger"", '900º Pizza and Pasta', 'Brown Bagger Food Truck', ""Toni's Pizza"", 'Burger Bros Pc', 'Jbs cheesesteaks sunrise', 'Los primos del sabor 809']"
The Citizen,"['Coquina Coast Brewing Co.', 'RedTail Clubhouse', ""Chicago's 312 (within the Grand Palms Hotel, Spa and Golf Resort)"", 'Caoba Restaurant & Lounge', ""Hamburger Mary's Wilton Manors"", 'OpenSeas Cafe', 'Copas Restaurant Bar & Lounge', 'Topside at the Beacon', 'Bluefire Grille', 'Acapulco Mexican Restaurant']"
The Clevelander Bar,"['Oceans 13', 'Friendly Tavern', 'Champions Florida Sport Bar & Complex', 'THAT BAR AT THE ARENA', 'Mangroves Bar', 'Glory Days Grill', 'Winners Circle Sportsbar & Grill', 'The Brass Tap', 'Nemo Sports Bar', 'Players Sports Pub']"
The Colonnade Restaurant,"['Margarita Cantina', 'Everglades Seafood Depot', 'The Hidden Crab', 'Chart House - CLOSED', 'L&E Fine Cooking', 'Caribbean Cove Restaurant & Lounge', '145F SEAFOOD BOIL', 'Crafty Crab North Monroe', 'Yummy crab juicy seafood', 'El Palacio']"
The Corner Coffee and Pantry - Key Biscayne,"['Cafeteria La Caridad', ""Steve's Espresso"", ""Al's Coffee Shop"", ""Milkin' it"", 'Rodilla', ""Granpappy's"", 'La Tinajita Cafe', 'La Gata Cafeteria', 'Palmetto Cafe', 'Tunisian Sweet and Coffee']"
The Crab House International Winter Haven,"['Conchman Conway Llc', 'The Dancing Crab', 'Fish Market & Restaurant', 'Ice Crab House', 'Asian Seafood', 'Polo Crab House LLC', 'Casa Del Mar Cevicheria Ecuatoriana', 'Riverside Express Seafood', 'Hot N Crazy Crab', 'Hooks Fish & Chicken']"
The Crazy Cucumber 352 Eatery and Bar,"[""Shiloh's Steak & Seafood"", 'RiverGrille on the Tomoka', 'Stonewood Grill & Tavern', 'Ace Cafe Orlando', 'Mojitos Calle 8', 'Ruby Tuesday', ""F.M. Don's"", ""Rooney's"", 'Pisces Rising', ""Maxine's Bistro and Bar""]"
The Daily Creative Food Co.,"[""Johan's Joe Swedish Coffee House & Cafe"", 'The Floridian Restaurant', 'Country Boy Restaurant', 'Egg Wits', 'Our Place Dunedin', ""Cheddar's Scratch Kitchen"", 'SUGARCANE raw bar grill', 'Poppies Cafe & Bakery', 'Olive Garden Italian Restaurant', 'Wraps Delight Cafe']"
The Dancing Crab,"['Fish Market & Restaurant', 'The Dancing Crab', 'Yami Crab & Bar', 'L&E Fine Cooking', 'The Crab House International Winter Haven', ""Rod's Crab shack University"", 'B&B seafood', 'Big Tunas Bar and Grill', 'King creamy seafood', '145F SEAFOOD BOIL']"
The District: Seville Steak & Seafood,"[""F.M. Don's"", 'City Tropics Bistro', 'Tommy Bahama Restaurant, Bar & Store', ""Maggiano's Little Italy"", ""Bascom's Chop House"", 'Von Stephan Village Bier Garten Restaurant - Cocoa', ""Manny's Original Chophouse- Haines City"", ""Oli's Fashion Cuisine"", 'Bridges Restaurant', 'Trevini Ristorante']"
The Doghouse,"['Sheraton Hotel', 'Juicy Burgers', 'El dorado Mexican Grill', ""My Cousin Vinny's Pizza and Pasta"", 'Royal Mexican Grill', 'Gainesville Soulfood Kitchen', 'Moons Rock Bluff', ""Huey Magoo's Chicken Tenders - Sunrise"", 'Cheese Dreams llc', 'The Anchor on Sunset Harbor']"
The Drunken Burger,"['Tazz Deli and Takeout', ""Wendy's"", ""Lizzy's"", 'Pao Pao Fast Food', 'Burger King', 'Munchies Boricuas #1', ""McDonald's - NEW LOCATION (next to Walgreen's) NOW OPEN"", 'Hong Kong', ""Munchie's Pizza Club"", 'YUPPI']"
The Earthy Kitchen,"['Happy Vegan Bakers Café', 'Sunrise Restaurant', 'Mediterraneum Street Food', 'DORAL CAFE', 'Cottage Cafe', 'Barista Cafe', 'Casa Dora Italian Cusine & Pizzeria', 'Sanborn Cafe', ""Stela's Kitchen & Bar"", 'Take a Break Cafe 3 @ Meridian 589']"
The Edward Ball Dining Room@ Wakulla Springs,"['Estiatorio Ornos a Michael Mina Restaurant', 'Restaurant Italiano', ""Marino's Italian Restaurant"", 'Trevini Ristorante', 'The Library - inspired by the George Peabody Library', 'Rise Kitchen & Deli (in Seminole Hard Rock Hollywood)', 'Bridges Restaurant', ""Oli's Fashion Cuisine"", 'Aura Restaurant', 'Embers Wood Grill']"
The Fish Guy,"['The Oar House and Oyster Bar', ""Cosse's Place"", 'Casa Del Mar Cevicheria Ecuatoriana', 'Riverside Express Seafood', 'Naples Costa Verde Peruvian Restaurant', 'Sandhills Seafood', 'Mi Tierra Mexican Restaurant', 'Dos Sabores Restaurant', 'Conchman Conway Llc', 'The Grille at Bellalago']"
The Floridian Restaurant,"[""Cheddar's Scratch Kitchen"", 'Olive Garden Italian Restaurant', 'The Daily Creative Food Co.', 'Cape May Cafe', 'Country Boy Restaurant', 'Egg Wits', ""Johan's Joe Swedish Coffee House & Cafe"", 'SUGARCANE raw bar grill', 'Our Place Dunedin', 'Goblin Market']"
The Fresh Stop,"['Sus Hi Eatstation - Gainesville, FL', 'Tokyo Express', 'Hibachi Express', 'Eat Smart Naples', 'Fresh Eats', 'Phở Bar Vietnamese Kitchen', 'Dragon Bowl Ramen', 'KIMBOP', 'Hunan City', 'Agave Vegan Bakery']"
The Grand Havana Kitchen,"['Marys Little T Restaurant', ""Jacob B's Family Restaurant"", ""Jazzy's Diner"", 'The Grand Havana Kitchen', ""Brester's Coney Island"", 'Nuevo Amanecer Cafe', 'Los Paraguas', ""Kelley's Lunch Box LLC."", 'Tia Cacha Cafe', ""Capio's Cafe""]"
The Great Greek Mediterranean Grill,"['Pita: Fast Fresh Mediterranean', 'Jerusalem Restaurant', 'The Habit Burger Grill', 'Izgara Middle Eastern Cuisine', 'Pita Xpress Mediterranean Grill', 'Mediterranean Gourmet', 'Clean Eatz', 'MOOYAH Burgers, Fries & Shakes', 'Bombay Grill', 'Chicken Kitchen']"
The Greenery Creamery Sanford,"['Jackson Bros ice cream', 'Cieladitos', 'Carvel', 'Twistee Treat Pinellas Park', 'Cold Stone Creamery', ""Rita's Italian Ice & Frozen Custard"", 'CUBAN CAFE', 'Yamis Ice Cream Shop', 'Bright Ice', ""Menchie's Frozen Yogurt""]"
The Grille at Bellalago,"['Frankies Raw Bar', ""RickDaddy's Eatin' Fresh"", 'Dickeys bbq Pit', 'My Little Peru', 'Rib City Express', ""Cosse's Place"", 'Johnny Rockets', 'Pollos & Jarras', 'New York Pizza & Pasta Cafe', 'The Habit Burger Grill']"
The Grille on Congress,"['Nostalgia Italian Greek Kouzina', 'RiverGrille on the Tomoka', 'Slate Restaurant', 'Peacock Garden', 'El Floridita Seafood Restaurant - Kendall', 'Café Lini Latin Cuisine', ""Harvey's 4th Street Grill"", 'Ava', 'Skidders Restaurant', ""Valenti's Ristorante""]"
The Habit Burger Grill,"['MOOYAH Burgers, Fries & Shakes', 'Chicken Kitchen', ""Moe's Southwest Grill"", 'BurgerFi', 'Pita: Fast Fresh Mediterranean', 'Clean Eatz', 'Five Guys', 'Beach Bites & Burgers', 'Sus Hi Eatstation - UF', 'Taco Bus']"
The Hangout by Two Guys,"[""Gator's Dockside Oviedo"", 'The Angry Warthog Saloon', 'Midtown Caboose', 'Be Near Me Restaurant and Bar', 'La Estacion American Brasserie', 'Mugshots Grill and Bar', 'Burger-ish Bar & Grill', 'Fridays', 'Lazy Turtle RiverFront Grill & Tiki Bar', 'Paradise Food & Bar']"
The Hidden Crab,"['Crafty Crab North Monroe', '145F SEAFOOD BOIL', 'Yummy crab juicy seafood', 'Margarita Cantina', 'Everglades Seafood Depot', 'L&E Fine Cooking', 'Boss Cow Oyster Bar', 'Yami Crab & Bar', 'Ice Crab House', 'Fish Market & Restaurant']"
The Honey Baked Ham Company,"['RS Subs And More', 'Subs Salads and More', 'High Tide', 'Marianne Gourmet', '6th Street Deli', 'Broadway Sandwich Shop', 'Ralph’s Burger & Sandwich Shop', ""Fat Daddio's Pizza"", ""Marie's Sandwich & Salad Shop"", ""Mr. Beefy's subs and more""]"
The Hut Bar and Grill,"['Paradise Bar & Grill', ""Woody's Local Neighborhood Rum & Grille"", 'H20 Bar & Grill', ""Mojo's Wings Burgers Beer"", ""5 o'Clock Somewhere Bar and Grill"", 'Corkscrew Bar and Grille', ""Courigan's Irish Pub"", 'Waterstone Rum Bar & Grill', ""Pete & Shorty's Iowa Bistro"", ""Bongo's Bar and Grill""]"
The Ivy House Restaurant,"[""Angelo's Seafood Restaurant"", 'Poppies Cafe & Bakery', 'Goblin Market', ""TJ's For Great Food - Breakfast and Lunch"", 'Southern Charm Cafe', 'Briarpatch Restaurant', 'Napolinos', ""Tiffany's"", ""Grandma Sally's"", 'Country Boy Restaurant']"
The Junction Punta Gorda,"['The Junction Punta Gorda', 'Las Cuatros Esquinas Restaurante', 'Plaza Walk Building', 'Bagel Bros Cafe', 'Pasteles Edward Miami', ""Caruso's Deli & Bar"", 'Salty Bagel and Grill', 'Goldo Pasao', 'Av Collins Tiendas', 'Mr. Shrimp']"
"The King Crab Shack (West Palm Beach, FL)","['F&D Woodfired Italian Kitchen', 'Lowdermilk Beach', 'Martorano hard rock', 'The King Crab Shack (West Palm Beach, FL)', 'The Butcher Block Kitchen', 'Las Reinas#3 Restaurante', 'Winter Springs Seafood Station', ""Lorene's Fish House"", 'Flock and Stock', 'Creole Bakery Restaurant']"
The Knife Parrilla Argentina Doral,"['Cascade Pool Cafe at The Biltmore Hotel Miami', 'Serafina', 'Havana 1957 Cuban Cuisine Espanola Way', ""Amelia's 1931"", 'Finka Table & Tap', 'Olive Garden Italian Restaurant', 'North Beach Fish Camp', 'Outpost Kitchen, Bar, & Provisions', 'Havana Jax', 'El Buen Pan Bakery and Restaurant']"
The Library - inspired by the George Peabody Library,"['Restaurant Italiano', 'Embers Wood Grill', 'Proper Grit', 'Bridges Restaurant', 'The Restorative', 'The Edward Ball Dining Room@ Wakulla Springs', 'Estiatorio Ornos a Michael Mina Restaurant', ""Oli's Fashion Cuisine"", ""Waxin's"", 'Lakeview Restaurant']"
The Licking Sunrise,"['Smokey Bones', ""Beef 'O' Brady's"", ""Duffy's Sports Grill"", 'V Pizza & Flask&Cannon - Jax Beach', 'Fish City Grill', ""Flanigan's Seafood Bar and Grill"", ""Chili's Grill & Bar"", 'The Old Salty Dog Siesta Key', 'Red Robin Gourmet Burgers and Brews', ""Fuzzy's Taco Shop""]"
The Lodge,"['Smokey Bones', ""Monty's Restaurant & Pizzeria"", 'The Old Salty Dog Siesta Key', 'Bru’s Room Wings N Things', ""Flanigan's Seafood Bar and Grill"", ""Duffy's Sports Grill"", 'Red Robin Gourmet Burgers and Brews', 'Quarterdeck Restaurants', ""Bonefish Mac's Sports Grille"", 'El Leoncito Viera']"
The Lunch Box Deli,"['Secret Garden Cafe', ""Alberto's Pizzeria Italian Restaurant Since 1956"", 'Shakers American Café', 'Cedar River Seafood', 'Rinconcito Miami #4 - Military Base', ""Grandma Sally's"", 'Country Angels', 'Buckingham Farms', 'Wrap & Pour', ""Woodsby's Countryside Cafe""]"
The Lure,"['Ay Jalisco', 'Pinchers', 'B Square Burgers', 'Monarcas Authentic Mexican Cuisine Bar & Grill', 'El Mariachi Restaurant - Mexican & Cuban Cuisine', 'SEABAR Modern Pacific Fare', 'Social restaurant and grill', 'El Melvin Cocina Mexicana', 'Orale Mexican Restaurant', 'Mellow Mushroom Orlando - International Drive']"
The Magic Cow Coral Springs,"['Twistee Treat Pinellas Park', ""Rita's Italian Ice & Frozen Custard"", 'Carvel', 'Funnel Cake Queen', 'Cold Stone Creamery', ""Menchie's Frozen Yogurt"", 'Cieladitos', 'Jackson Bros ice cream', 'Marble Slab Creamery', 'The Greenery Creamery Sanford']"
The Melting Pot,"[""Pizzalley's Chianti Room"", 'Serafina', 'Outpost Kitchen, Bar, & Provisions', ""Captain Bill's Oyster Bar"", 'CVI.CHE 105', ""Bonefish Mac's Sports Grille"", 'Havana 1957 Cuban Cuisine Espanola Way', 'Quarterdeck Restaurants', 'Southern Social', 'Monarcas Authentic Mexican Cuisine Bar & Grill']"
The Mossfire Grill,"['Hooters', 'Pollos & Jarras', 'Bojangles', 'Greek City Cafe', ""Rodie's"", 'La Fiesta Mexicana', 'Stefano Greek Italian Restaurant', 'BurgerFi', 'El Ranchito', 'Sabor Venezolano Kendall']"
The New Lighthouse Caffe,"['¡Ole!', 'Belly Fuel Restaurant', 'Lemon Cafe', 'Casa Isola Osteria', 'Polo Norte Palm Springs North', 'Skillets - Bradenton - School House Plaza', 'Antojitos To Go by Annies Bakery', 'La Sorpresa Latina Cuban Cafe', 'Los Hornos Restaurant', 'Egg Wits']"
The Oaks Golf Club Cafe,"[""Nancy's Good N Fast"", 'The Oaks Golf Club Cafe', ""Eli's Cafe"", ""Granpappy's"", ""Olivia's"", 'Guembos Cafe Restaurant', ""Maria's Cafeteria Inc"", 'Runway Grille & Deli Restaurant', 'divots grille', 'Café Roma italy']"
The Oar House and Oyster Bar,"['Casa Del Mar Cevicheria Ecuatoriana', 'Riverside Express Seafood', 'Conchman Conway Llc', 'El Valle Hondumex Restaurant', 'Open Seas Paellas Españolas', 'The Pampa Grill', 'Polo Crab House LLC', ""Cosse's Place"", 'Restaurante El Familiar', 'Las Delicias']"
The Old Salty Dog Siesta Key,"['La Carreta', 'Salt Life Food Shack', 'Big Pink', 'The Lodge', 'Hooters', 'Ruby Tuesday', ""Mel's Diner - Fort Myers"", ""Chili's Grill & Bar"", ""Monty's Restaurant & Pizzeria"", 'Taverna']"
The Original Likit fish & chips,"['Snappers Fish & Chicken', ""Sarah K's Gourmet"", 'French pantry', 'Iceberg Rolls', ""Voyager's Smokehouse"", ""Mata's Philippine Cuisine"", 'Frozen Ropes Yogurt', ""Miranda's Subs & Bakery"", 'World Famous NuNu’s Sweet Soul Food (Resturant Location)', 'El Tropico Paleteria Taqueria']"
The Pampa Grill,"['Open Seas Paellas Españolas', 'El Valle Hondumex Restaurant', 'Nueva San Salvador Restaurant #1', 'Joe´s Place', 'The Oar House and Oyster Bar', 'Las Delicias', 'Tipico Hondureño', ""Sabrosito's Cuban Cuisine"", 'Mi Guatelinda Restaurant', 'La Guira']"
The Paper Company LLC,"['The Paper Company LLC', 'Restaurant Warehouse', 'COD Supplies Inc', ""Angela's Restaurant Supplies"", 'Hospitality Resource Supply', 'Mega Tropical', 'Los Amigos (Closed)', 'Jerk Shack Spice & Sport Bar', 'Lazy Gator Ruskin LLC', 'Gold Coast Linen Services']"
The Parrot X-Press Grill,"['Krispy Krunchy Chicken', 'El Mata Munchies', 'Jayveer Deli', 'The Parrot X-Press Grill', 'Manheim Orlando Restaurant & Cafeteria', 'Ralph’s Burger & Sandwich Shop', 'Drawbridge Cafe', 'Vara Grill', 'The Anchor on Sunset Harbor', 'Creole Bakery Restaurant']"
The Pie House,"['Annas Pizza Port St Lucie', 'Pizza Ave', ""Papa John's Pizza Live Oak"", 'KUBA EN LA PLAYA', ""Jean's Jamaican Restaurant"", 'Island Flavor Cafe', 'Bella Pizzeria', 'Best Friends BBQ', 'StreetWise Urban Food', '400 Pazzis']"
The Pinery,"['The Plantation House', ""Sage by Chef's Kitchen"", 'Lakeside Cafe', 'Burntwood Tavern', 'Golden Spoon Diner & Seafood', ""Carvor's Fish House"", ""Ford's Garage"", 'Tropics Restaurant', 'The Grille at Bellalago', ""King's Corner""]"
The Pizza Cutter,"[""Marco's PIzza"", 'Mi Pizza Piu- Miami', ""Anthony's Deli, Pizzeria, and Bakery"", 'Pinecrest Pizzeria - North Miami', 'Blaze Pizza', ""Jerry & Joe's Pizza"", ""Domino's Pizza"", 'Pizzamanina', ""Nick's Tomato Pie"", ""Rino's Pizza""]"
The Pizza Den Of The Forest,"[""Nick's Tomato Pie"", 'H2 Kitchen + Pizzeria', 'The Pizza Den Of The Forest', ""Bala's Pizza"", 'Banana River Market', 'La Pizza Nostra', 'Joe Daddys Pizza', 'Nexus Pizza', ""Mama Sue's Pizza and Wings"", 'Eagles Pizza']"
The Plantation House,"['The Pinery', ""Sage by Chef's Kitchen"", 'Lakeside Cafe', 'Burntwood Tavern', 'Golden Spoon Diner & Seafood', ""Ford's Garage"", ""Carvor's Fish House"", 'Tropics Restaurant', 'The Grille at Bellalago', 'Little Hall Express']"
The Polite Pig,"['Crydermans Barbecue', 'Hog Heaven Bar B-Q', 'La Nopalera Mexican Restaurant', 'Enzos Pizza & Grill', 'Flagler Avenue Pizza Company', ""Church's Chicken"", 'Zanzibar Greek & American Food', 'Italian Pizza and Grill', 'Pollo Tropical', 'Fuddruckers']"
The Porkupine Pub,"['Arepa Santa Barbara', ""Escobar's Mexican Restaurant"", ""J.A.C.'S Corner"", 'Cheese to Share', ""Castello's Pizza | Pizza Delivery Windermere"", 'Johnny Rockets', ""Bojangles' Famous Chicken 'n Biscuits"", 'El Toque Latin Restaurant', 'Taste The World -Mediterranean-Palestinian Cuisine', 'Sunrise grill & pizza restaurant']"
The Pretzel Lady,"[""Nathan's"", 'Doggystyle', 'The hotdog man', ""J.R's Flamin Grill BAR B Q"", 'Wimbos', 'El mazorcazo', 'Pastamarket', ""BIG Herm's Chicago Style Food"", 'Five Guys', ""Tony's Chicago Beef Co. Southside (aka Frosted Mug)""]"
The Pub @ Magnolia Point GCC,"['The Standard Cuisine & Cocktails', 'Beech', ""Bongo's Bar and Grill"", 'H20 Bar & Grill', 'JC Tin Cup Grill', 'The Burg Bar & Grill', ""Pete & Shorty's Iowa Bistro"", 'The Winghouse of Wesley Chapel', 'Waterstone Rum Bar & Grill', 'The WingHouse of New Port Richey']"
The Rack - Currently CLOSED for remodeling. Opening In Late May / Early June,"['Matanzas Innlet Restaurant', 'COBBSTERS KITCHEN & BAR', ""Stevie Tomato's Sports Page"", 'Acapulco Mexican Restaurant', 'Bluefire Grille', 'Cedar Lounge', ""Avanti's Restaurant @ Okeechobee Blvd. West Palm Beach Florida"", ""O'Leary's Tiki Bar & Grill"", ""Roxanne's Liquor Bar & Kitchen"", 'Strike 10 Bowling Sports Lounge Arcade']"
The Ranch Taproom & Coffeehouse,"['FK Your Diet Cape Coral', 'La Lunita Coffee Shop', ""David's Place"", 'LMB Baking Company', 'Casa Prado Restaurant Miami', 'SunBros Café', 'El Canal Cafe', 'Delicious Latino Restaurant', ""Chicago's 312 (within the Grand Palms Hotel, Spa and Golf Resort)"", 'Café Roma italy']"
The Restorative,"['Restaurant Italiano', 'The Library - inspired by the George Peabody Library', 'Bridges Restaurant', ""Oli's Fashion Cuisine"", 'Estiatorio Ornos a Michael Mina Restaurant', 'The Edward Ball Dining Room@ Wakulla Springs', 'Embers Wood Grill', ""Maggiano's Little Italy"", 'Daily News Cafe & Restaurant', ""Waxin's""]"
The Rickenbacker Restaurant,"['Dahlia Lounge', '1601 Lounge', 'Bar 1903', 'Players Sports Pub', 'Annata Wine Bar', ""Enzo's Hideaway Tunnel Bar"", 'Juicy Blue Tapas Bar & Bistro', 'Nemo Sports Bar', 'Glory Days Grill', 'Keg & Cow']"
The Roots Restaurant Tavern,"['Maple Street Biscuit Company- Tioga', 'Sunrise grill & pizza restaurant', 'Johnny Rockets', 'Maple Street Biscuit Company- UTC', 'La Fiesta Mexicana', 'Con Sabor A Cafe', ""Sammie's Paradise Subs"", 'Waffle House', ""Grumpy's Restaurant"", ""Pepo's Cuban Cafe""]"
The Salad Station,"['Tossgreen', ""Nature's Table DTSP [SPC Downtown Campus]"", 'Little Greek Fresh Grill', 'Sweet Tomatoes', ""Nature's Table Clearwater [SPC ES Building]"", 'Cheese to Share', 'Marianne Gourmet', 'The Bowl', 'Healthy Kitchen 33', 'Sus Hi Eatstation - UF']"
The Scratch & Dent Shop,"['EZ Jeeps', 'All American Carburetors', 'Alloy Wheel Repair Specialists of Jacksonville', 'Mends & Blends LLC', 'Total Recon Inc', 'CarteQ Auto Body', 'Nesseralla Unlimited Custom Automotive', ""MORO'S CLASSIC CARS"", 'Graveyard Classics', 'Sundance Bug and Buggy']"
The Seed,"['Tango 3 Coffee', 'Secret Garden Cafe', 'Brioche Cafe & Bakery', ""Woodsby's Countryside Cafe"", ""Milkin' it"", 'Starbucks', 'Wrap & Pour', 'Coffee Ave', 'Ole Times Country Buffet', 'Café Aroma']"
The Shack a Coffee Boutique,"['Jax Beach Brunch Haus', 'Napolinos', 'Fit & Fuel Bicycle Cafe', 'SunBros Café', 'Banana Leaf Asian Bistro', 'Tasty Pho', 'Poppies Cafe & Bakery', 'Mustard Seed Cafe & Juice Bar', 'Safron Grill', ""Sande's Restaurant""]"
The Sprout Kitchen,"['GreenLife Organic Bistro Brickell', 'Higher Ground Cafe', 'Southie Coffee', 'Salad Shop West Palm Beach', 'Jungle Vibes', 'Brooklyn Dough With A Hole', 'Dr Smood', 'Bahia Bowls Boynton Beach', 'Wrap & Pour', 'Maria Banana Café']"
